,index,mean_price
0,0,16.093571050059644
1,1,10.385499835800477
2,2,19.25031370232055
3,3,15.313132412749304
4,4,11.159181569161507
5,5,10.237524485880494
6,6,13.926137164741132
7,7,12.273145928811841
8,8,12.864309445244526
9,9,20.094556891312806
10,10,13.97114733752919
11,11,10.769552000595606
12,12,15.604819943150828
13,13,13.990265885892544
14,14,17.86579544456435
15,15,14.394243609545612
16,16,12.626726730279294
17,17,10.740528644459086
18,18,21.24877645439379
19,19,17.71517881480898
20,20,6.8283314168147085
21,21,10.053572040122749
22,22,4.142660498663952
23,23,13.004528635395321
24,24,11.11016909345583
25,25,8.310702059391867
26,26,9.749147117932939
27,27,16.182013120578798
28,28,16.02925729334489
29,29,11.311870798472892
30,30,15.498341901459742
31,31,13.839889866709106
32,32,12.180094980546786
33,33,21.108492947354513
34,34,12.035106420579796
35,35,11.337372056629913
36,36,8.18129122218371
37,37,22.851061407412978
38,38,10.63858042431836
39,39,9.563787398780445
40,40,13.273993128405158
41,41,13.145045485792044
42,42,13.038244123395028
43,43,14.009229569395906
44,44,10.251991691066733
45,45,13.626598559555905
46,46,15.51306413680693
47,47,11.683110070486219
48,48,10.174958812546251
49,49,12.98291846631555
50,50,10.327790983224862
51,51,16.539291519290444
52,52,13.633742251789247
53,53,9.896472121863637
54,54,14.60403714065598
55,55,20.80161787666683
56,56,16.864465541339847
57,57,14.226785602456097
58,58,6.604768666683975
59,59,16.31603934965407
60,60,16.686222174438306
61,61,12.6109304591345
62,62,15.276787589972917
63,63,14.853687160757238
64,64,13.061141013584274
65,65,19.83770478677689
66,66,9.451962540843887
67,67,14.809970842577128
68,68,20.029373843343798
69,69,8.891221408291955
70,70,16.02085289882412
71,71,14.394243609545612
72,72,13.53805413351602
73,73,8.924521572241831
74,74,9.746939550064626
75,75,8.649303409130855
76,76,14.789598512495825
77,77,23.335642938884575
78,78,11.214272351459218
79,79,13.004528635395321
80,80,15.55059980506209
81,81,14.30225586507067
82,82,15.216643465592336
83,83,11.315679961947865
84,84,10.052731003177762
85,85,18.882577176238563
86,86,11.291788413276647
87,87,11.229102922802017
88,88,13.649488914738372
89,89,15.672165301126277
90,90,6.301953861644885
91,91,12.808670849532618
92,92,11.749553133057551
93,93,11.923865092426478
94,94,12.041857234596662
95,95,12.375565561535822
96,96,16.804569509323848
97,97,14.76018180890696
98,98,20.07915345656394
99,99,13.835897396900233
100,100,15.276964399575506
101,101,15.103455610475036
102,102,12.380631338945149
103,103,10.654921222838862
104,104,14.46873368735958
105,105,16.45655275015288
106,106,14.185978281396213
107,107,12.201196179134945
108,108,13.40185008951828
109,109,13.886035505179402
110,110,14.019700274004133
111,111,13.548854168321327
112,112,11.141280788553443
113,113,15.712769087786741
114,114,16.021723290313048
115,115,16.854052642389
116,116,13.907007335124401
117,117,15.028519462158815
118,118,17.16316583404992
119,119,14.972240543273136
120,120,19.729353142521596
121,121,13.422351896102029
122,122,19.244736659775842
123,123,14.333391267510105
124,124,13.473834577586853
125,125,11.45149288108013
126,126,15.67047465889941
127,127,12.953572097346013
128,128,16.06346291085704
129,129,13.287719586353951
130,130,20.31591327012451
131,131,14.206220588357073
132,132,8.165601283346453
133,133,11.887920257934407
134,134,9.31049968187064
135,135,7.868358812449793
136,136,18.712007279511553
137,137,17.852936821077932
138,138,14.176914188455331
139,139,13.560065066558582
140,140,12.484897264545978
141,141,12.445163478912859
142,142,19.71114137711972
143,143,11.927131043580887
144,144,9.728870302628847
145,145,18.009135409267863
146,146,11.797868568842732
147,147,12.329363514827723
148,148,13.378148829910073
149,149,12.040349789885349
150,150,11.865188483657402
151,151,11.920590887007327
152,152,12.676337562805326
153,153,15.162566316520586
154,154,10.498202272798311
155,155,10.948849447453652
156,156,9.770177013280962
157,157,14.578139449974923
158,158,18.75609915632257
159,159,13.609043022305823
160,160,12.504183043097985
161,161,8.854404109274773
162,162,11.4475400932049
163,163,13.465594683077276
164,164,14.011999704584525
165,165,22.487444847960653
166,166,12.940555163415327
167,167,13.174519334682
168,168,20.837931086348775
169,169,14.825734248013568
170,170,15.509443928704501
171,171,14.175711188319678
172,172,11.298177557781251
173,173,15.32836463781857
174,174,16.967005454212845
175,175,17.9565234582436
176,176,10.073865162924836
177,177,15.192297457441821
178,178,18.75320582174051
179,179,15.194936078253596
180,180,15.18121073995682
181,181,10.207736254706472
182,182,13.15219364957601
183,183,14.029339434308554
184,184,12.61502103265316
185,185,10.235674625646297
186,186,20.846556193945503
187,187,12.185925360423331
188,188,13.927725823979122
189,189,13.246909581527877
190,190,14.46591547349096
191,191,11.17219239349106
192,192,12.846233446333818
193,193,12.244748384697036
194,194,12.147868534272064
195,195,15.234319584936845
196,196,10.210773401463848
197,197,9.317922313892419
198,198,8.441954496375283
199,199,12.02054492562652
200,200,12.387589185712798
201,201,11.953808581725692
202,202,17.465367481209814
203,203,14.347267499241358
204,204,7.480209916590966
205,205,11.476853576414
206,206,4.516561503558401
207,207,12.936661567762428
208,208,16.446829895181274
209,209,13.734173904759235
210,210,14.068718582725731
211,211,17.02769850820494
212,212,14.672497920703803
213,213,14.869061627369486
214,214,11.921042441603047
215,215,14.813209977629503
216,216,19.073561814575893
217,217,15.990378642104098
218,218,16.259731142400923
219,219,22.314217548304647
220,220,14.64985478006731
221,221,16.350026813952717
222,222,12.485396255140426
223,223,17.823539061084777
224,224,17.10726101572402
225,225,15.015311866040857
226,226,13.204468157647598
227,227,10.608512169549364
228,228,14.77955911078168
229,229,14.698263751961553
230,230,12.389507227861532
231,231,12.103429102195381
232,232,19.850468186887287
233,233,14.520991663338506
234,234,9.346979864437838
235,235,9.519812577883075
236,236,16.333275354271997
237,237,13.932765933187312
238,238,11.440711079848242
239,239,16.70014489641626
240,240,12.201196179134945
241,241,15.241617163270792
242,242,14.865017399209208
243,243,6.071457563018992
244,244,12.108946664979706
245,245,14.175711188319678
246,246,13.945400817456086
247,247,12.190578969197844
248,248,11.171165151404772
249,249,19.109462490356584
250,250,15.795769269512121
251,251,6.44484282759249
252,252,14.859688269631052
253,253,16.00808726226498
254,254,6.288115032268754
255,255,14.833110526366195
256,256,18.295596352316984
257,257,20.993477712033304
258,258,17.590316145665668
259,259,11.732009656792227
260,260,11.159181569161507
261,261,10.85995324791726
262,262,14.776287882202613
263,263,14.2753629883563
264,264,16.380405443500056
265,265,16.79217452739156
266,266,13.944976699279806
267,267,13.633742251789247
268,268,11.034538295474507
269,269,17.886424141042685
270,270,17.540657204415872
271,271,17.05858342615418
272,272,10.395235783345159
273,273,16.10381808928144
274,274,14.270883900502074
275,275,10.09290388018242
276,276,10.223261395242371
277,277,11.409878016728515
278,278,16.11596159688788
279,279,16.854542485005595
280,280,15.702590359959212
281,281,8.603089844466645
282,282,11.938171822959792
283,283,8.119546819863798
284,284,12.46802159472563
285,285,9.085883887546162
286,286,22.851061407412978
287,287,13.483384932500615
288,288,14.686171057772619
289,289,12.584667611049575
290,290,23.700675198744246
291,291,16.409325291947688
292,292,11.900358943750268
293,293,15.675258318484396
294,294,11.415262384182157
295,295,21.81489114984212
296,296,13.223832266791195
297,297,15.588018947572094
298,298,11.568329230224805
299,299,15.276787589972917
300,300,11.563248728721994
301,301,15.9779392601675
302,302,16.891944678260632
303,303,9.736983493001738
304,304,11.92801710605604
305,305,12.18736745571334
306,306,11.855069750032682
307,307,17.852936821077932
308,308,15.492831488244908
309,309,13.004528635395321
310,310,10.446439279045928
311,311,11.903355225073636
312,312,16.346341200902636
313,313,11.551161967127626
314,314,11.510528859666056
315,315,13.273148275615672
316,316,9.929967119671366
317,317,15.94994640941125
318,318,17.154648653296178
319,319,12.563392824546192
320,320,12.709822084157981
321,321,13.011089381486517
322,322,13.574373366962796
323,323,8.304171338716715
324,324,10.917469846519364
325,325,11.484638002655851
326,326,9.923359992924318
327,327,21.179341725309563
328,328,12.909530536319238
329,329,15.414817803565864
330,330,10.785996884470821
331,331,10.770671445607592
332,332,13.109010663616203
333,333,16.50624540094788
334,334,17.47187288950414
335,335,6.889839134355276
336,336,14.284366980606643
337,337,14.785022426706625
338,338,11.895285502853293
339,339,13.472450266804604
340,340,14.499775077837842
341,341,12.998171313610221
342,342,9.89607221508386
343,343,5.463887052326882
344,344,16.6177285635168
345,345,14.914676744692752
346,346,18.996252479347113
347,347,12.4179352312584
348,348,14.66665336742539
349,349,13.32452326300513
350,350,14.113055804598964
351,351,12.734253149194078
352,352,6.286113336634216
353,353,17.29738332903367
354,354,13.711779926145528
355,355,14.323524261113857
356,356,14.815369286089915
357,357,14.623631144285703
358,358,15.237496349790725
359,359,15.519377762038355
360,360,15.143963476166736
361,361,16.182013120578798
362,362,10.050267170853347
363,363,17.234731801288774
364,364,14.823246489070508
365,365,15.880418093584602
366,366,13.511500974531263
367,367,12.013291245896964
368,368,12.201196179134945
369,369,12.039983403421582
370,370,18.867672758037724
371,371,9.823437188670232
372,372,12.336014871890313
373,373,11.853964110696673
374,374,14.78246753699663
375,375,9.434622767280445
376,376,12.333867174504789
377,377,12.387048355975047
378,378,11.536799101777719
379,379,24.559710499898017
380,380,11.911699811125205
381,381,15.403649871233153
382,382,16.06334145115259
383,383,14.898487809575276
384,384,12.702415402056506
385,385,14.533888479801666
386,386,19.840758916724972
387,387,15.240045647320812
388,388,12.008010266438847
389,389,17.211386267708228
390,390,15.066667968575665
391,391,10.222114398427234
392,392,12.91067562471663
393,393,15.50557399611385
394,394,8.76274018355737
395,395,18.477784118207246
396,396,12.67763386204305
397,397,19.80405618974103
398,398,12.92201318726531
399,399,11.374846375093684
400,400,12.151433736896497
401,401,10.683273920864046
402,402,8.96506852408824
403,403,13.061278087247274
404,404,12.750900863063649
405,405,15.264902877955427
406,406,16.041844741677078
407,407,17.97025860150236
408,408,5.090808615375914
409,409,21.462185280390617
410,410,13.38542761913294
411,411,12.902779810795952
412,412,15.698588375361034
413,413,11.590642955202942
414,414,9.68343365491491
415,415,5.495758631327522
416,416,10.5808895216085
417,417,12.461955114072932
418,418,16.14389066666088
419,419,19.61669605843681
420,420,17.052134820338843
421,421,11.211403445340817
422,422,19.840758916724972
423,423,13.288280950457143
424,424,15.68187736544894
425,425,15.179129053670911
426,426,18.21481578670297
427,427,13.489804367117822
428,428,19.332836562617956
429,429,14.244804417381225
430,430,14.23938088629056
431,431,7.998153248882564
432,432,16.760775455630043
433,433,19.76828557767476
434,434,16.464157140053594
435,435,15.016999534643555
436,436,13.609043022305823
437,437,9.093225164951624
438,438,14.376214877382068
439,439,16.11161539651041
440,440,20.41671494104788
441,441,13.975791094418957
442,442,7.933456067956786
443,443,12.397465274891122
444,444,14.588876656008848
445,445,7.351325113908329
446,446,22.39947602480091
447,447,18.818476843031306
448,448,9.631317868122492
449,449,9.589750013048683
450,450,15.388576509538556
451,451,13.815113561668527
452,452,9.421451782125745
453,453,14.809970842577128
454,454,13.174519334682
455,455,4.7930332047907545
456,456,14.394243609545612
457,457,13.00356848133706
458,458,15.581979643138261
459,459,13.557799711966458
460,460,7.144637212215391
461,461,19.250686182411656
462,462,10.131510823450796
463,463,19.393324281317568
464,464,9.542381557335748
465,465,15.334421602998312
466,466,17.454151634298384
467,467,15.923805829497969
468,468,14.368020623629668
469,469,13.424258285924362
470,470,13.100018015643853
471,471,13.342616828175661
472,472,12.280586255318216
473,473,13.412241047022857
474,474,13.538365609431235
475,475,17.17980312794083
476,476,11.534699263716949
477,477,14.064255726735574
478,478,10.537587475392469
479,479,17.97509805541751
480,480,17.188603489761928
